Timestamp,First Name,Shot Distance (feet),Shot Made?
11/29/2023 11:01:31,A.S,6,TRUE
11/29/2023 11:01:34,JA,4,FALSE
11/29/2023 11:01:40,P.O,10,TRUE
11/29/2023 11:01:43,JA,6,FALSE
11/29/2023 11:01:47,L.J,6,FALSE
11/29/2023 11:01:53,J.V,6,FALSE
11/29/2023 11:02:00,A.C.,6,FALSE
11/29/2023 11:02:07,JLC,10,FALSE
11/29/2023 11:02:09,S.C,6,FALSE
11/29/2023 11:02:09,PLH,8,FALSE
11/29/2023 11:02:10,Lily E.,4,FALSE
11/29/2023 11:02:11,Daniela F,2,TRUE
11/29/2023 11:02:14,UA,4,FALSE
11/29/2023 11:02:18,MB,10,FALSE
11/29/2023 11:02:20,PLH,2,TRUE
11/29/2023 11:02:22,A.A,6,FALSE
11/29/2023 11:02:22,CHB,4,FALSE
11/29/2023 11:02:25,A.S,8,FALSE
11/29/2023 11:02:25,S.C,8,FALSE
11/29/2023 11:02:27,L.J,8,FALSE
11/29/2023 11:02:38,Daniel,2,TRUE
11/29/2023 11:02:39,A.T,2,TRUE
11/29/2023 11:02:51,J.V,8,TRUE
11/29/2023 11:02:55,A.C.,8,TRUE
11/29/2023 11:02:56,A.T,4,TRUE
11/29/2023 11:03:05,S.C,10,FALSE
11/29/2023 11:03:10,JLC,10,FALSE
11/29/2023 11:03:12,A.T,6,FALSE
11/29/2023 11:03:17,A.A,8,FALSE
11/29/2023 11:03:29,PLH,8,FALSE
11/29/2023 11:03:29,A.T,8,TRUE
11/29/2023 11:03:29,L.J,10,FALSE
11/29/2023 11:03:33,A.C.,10,FALSE
11/29/2023 11:03:39,J.V,10,FALSE
11/29/2023 11:03:42,JA,8,TRUE
11/29/2023 11:03:46,A.T,10,TRUE
11/29/2023 11:03:47,PLH,4,TRUE
11/29/2023 11:03:47,A.S,10,FALSE
11/29/2023 11:03:49,Raph,4,TRUE
11/29/2023 11:03:49,v.b.,2,TRUE
11/29/2023 11:03:51,e.b,10,TRUE
11/29/2023 11:03:53,A.D,8,TRUE
11/29/2023 11:03:57,P.O,10,TRUE
11/29/2023 11:04:01,Raph,6,TRUE
11/29/2023 11:04:05,Louie.G,8,FALSE
11/29/2023 11:04:07,v.b,4,TRUE
